Codpro;Nompro;Valuni;Nrotab;Codean;Codea2;us01;us02;us03;us04;us05;us06;us07;us08;us09;us10;us11;us12;us13;us14;us15;us16;us17;us18;us19;us20;us21;us22;us23;us24;us25;us26;us27;us28;us29;us30;Tunida;U100xx;U105xx
13063;Mega Rescate;24900;  ;9788430562381;.1470250683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13064;En La Selva Animales Pop;39900;  ;9788479718596;.1470350835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13065;La Granja Caras Pop Up;39900;  ;9788479719234;.1470350839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13066;Campamento Reclutas;45900;  ;9788467727241;.1470250870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13067;Pulseras;46900;  ;9788467727265;.1470250872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13068;Futbol Mini Sports;45900;  ;9788467732481;.1470250873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13069;Aviones Juega Aprende Colorea;52900;  ;9788467725056;.1470250908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13070;Coches De Carreras Juega Aprende Colorea;49900;  ;9788467725063;.1470250909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13071;Vehiculos De Emergencia Juega Aprende Co;49900;  ;9788467725070;.1470250910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13072;Vehiculos De Trabajo Juega, Aprende;52900;  ;9788467725087;.1470250911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13073;Mascotas Llevame Contigo;32900;  ;9788467730524;.1470250968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13074;Dinosaurios Llevame Contigo;31900;  ;9788467730531;.1470250969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13075;Tres Cuentos De Princesas;33900;  ;9788430559879;.1470250981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13076;Peinados Top Models No. 1;34900;  ;9788467732153;.1470250986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13077;Peinados Top Models No. 2;34900;  ;9788467732160;.1470250987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13078;Maquillaje De Fiesta Trendy Mini;19900;  ;9788467733037;.1470250988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13079;Maquillaje De Ensueno Trendy Mini;19900;  ;9788467733044;.1470250989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13080;Disenadora De Moda Trendy Mini;19900;  ;9788467733051;.1470250990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13081;Dienadora De Camisetas Trendy Mini;19900;  ;9788467733068;.1470250991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13082;Princess Top My Book Of Secret Rosado;32900;  ;9788490370759;.1470450997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13083;Princess Toop My Book Of Secret Morado;32900;  ;9788490370766;.1470450998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13084;1.001 Dinosaurios;65900;  ;9788479718114;.1470352005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13085;1.001 Maravillas Del Mundo;65900;  ;9788479718046;.1470352008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13086;1.001 Barcos;59900;  ;9788479718060;.1470352016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13087;Bebe Desde El Primer Dia;46900;  ;9788479714734;.1470354004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13088;1.001 Coches Legendario;59900;  ;9788479718015;.1470357041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13089;1.001 Motos;79900;  ;9788479718022;.1470357042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13090;111;3;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13091;Cuidado Del Bebe;66900;  ;9788499282381;.1470569010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13092;Cuidado Del Nino 1-6 Anos;66900;  ;9788499282398;.1470569011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13093;1.001 Aviones Legendarios;59900;  ;9788479718039;.147037003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13094;Historias Magicas Del Mago Merlin Verde;99900;  ;9788467728378;.1470271001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13095;Historias Magicas Del Mago Merlin Rojo;99900;  ;9788467728385;.1470271002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13096;Mi Diario Rosado;12900;  ;;.1470371064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13097;Mi Diario Fucsia;12900;  ;;.1470371065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13098;Mi Diario Azul;12900;  ;;.1470371066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13099;Mi Diario Hada;12900;  ;;.1470371067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13100;Estuche Diario Vaquera;17900;  ;;.1470371068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13101;Estuche Diario Cuadro;17900;  ;;.1470371069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13102;Estuche Diario Chica Sport;17900;  ;;.1470371070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13103;Estuche Diario Rosa;17900;  ;;.1470371071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13104;Aprende A Nadar Dinus;15900;  ;9788499394046;.1479418104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13105;Hadas;19900;  ;;.1470250867;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13106;Carpa Casita;129900;  ;8716569019293;.342F2PG11804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13107;Carpa Castillo;129900;  ;8716569027205;.342F2PT12813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13108;Carpa Garaje;129900;  ;8716569019279;.342F2PG11801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13109;Carpa Pits;129900;  ;8716569020749;.342F2PG11807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13110;Playbox Cambiador;79900;  ;8716569028097;.342F2PSB1308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13111;Playbox Cocina;79900;  ;8716569026598;.342FSPSB1308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13112;Playmkat Cocina;49900;  ;8716569028226;.342FSPM12812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13113;Playmat Pista;49900;  ;8716569026840;.342FW9M12820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13114;Little Wiggle Dog Sonido;56900;01;4895110211059;.645AEL1105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13115;Movil Pecesitos Suaves Musical;99900;  ;4895110212285;.645AEL1228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13116;Little Wiggle Fish Sonido;42900;  ;4895110220662;.645AEL2066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13117;Movil Musical Zoo;82900;  ;4895110205324;.645AEL532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13118;Movil Puppy And Cow Suaves Musical;99900;  ;4895110205904;.645AEL590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13119;Movil Amiguitos De La Selva Suaves;82900;  ;4895110281229;.645AEL8122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13120;Elisa Muneca De Trapo 65 Cm;77900;  ;8675408802925;.645CM230014L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13121;Carpa Pop Up Minions;67900;  ;6922011191116;.645CPT738DMM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13122;Pista Track Super Farm X 196pzs;82900;  ;6922011190430;.645EA56814A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13123;Pista Trck Ranch X 108pzs;59900;  ;6922011190423;.645EA56815A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13124;Pista Track Farm X 81pzs;39900;  ;6922011190416;.645EA56816A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13125;Mega Set Herramient As Work Shop;99900;  ;6922011190478;.645EK8002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13126;Set De Gafas Creative Uv;39900;  ;6922011191161;.645FH132ASST;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13127;Set De Unas Trendy Con Bolso;79900;  ;6922011191178;.645FH510N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13128;Set De Unas Studio X 140pz;99900;  ;6922011191185;.645FH511N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13129;Crazy Sweet And Soft;36900;  ;8675408800136;.645GH61264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13130;Playmat Aquarium;39900;  ;6922011191369;.645HT6103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13131;Vagon Blocks X 44pzs;49900;  ;6922011191079;.645HS6602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13132;Chuc Chu Blocks X 50pzs;64900;  ;6922011191086;.645HS6603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13133;Rocking Girl Set;69900;  ;6922011191093;.645HS696931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13134;Little Roly Frog;39900;  ;6922011191376;.645HT6105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13135;Gateador Little Roller;49900;  ;6922011191352;.645HT6107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13136;Parking Racing X 4;52900;  ;8675408803366;.645HWA867173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13137;Little Music Band;159900;  ;6922011190379;.645IJ592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13138;Mesa De Ping Pong Winners;69900;  ;6922011191475;.645IYD7002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13139;Dino Team Car;29900;  ;6922011191420;.645IYSLW3020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13140;Juego Dardos Shoot Game;29900;  ;8675400016610;.645IYZY1661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13141;Super Organeta Music Fans;79900;  ;6922011190355;.645MQ4911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13142;Mega Organeta Top Music;124900;  ;6922011190362;.645MQ5413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13143;Banquito Con Herramient As 2 En 1;79900;  ;6922011190782;.645UH00896A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13144;City Block Constructor;69900;  ;6922011190799;.645UH697;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13145;Aeropuerto Megabloques;149900;01;6922011190843;.645UHHG1273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13146;Little Fire Truck;69900;  ;6922011191109;.645WD3725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13147;Pelota Jumping Ball Minions;41900;  ;6922011191512;.645XYJ01SM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13148;Tri Scooter Infantil Minions;139900;  ;6922011190294;.645YXS012IM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13149;Mi Primera Scooter Minions;129900;  ;6922011190287;.645YXS07T05M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13150;Little Cute Pet;46900;  ;6922011190393;.64580636AB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13151;Gimnasio Actividades Blue;129900;  ;7505400880588;.6458520AZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13152;Gimnasio De Actividades Pink;129900;  ;7505400880571;.6458520RS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13153;Plush Flip Chair;59900;  ;028444846992;.7123304FS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13154;Cubos Motricidad Fina Cauchos;24900;  ;7707345563018;.417TX-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13155;Puppy Pouch;49900;  ;6943478012707;.336E5127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13156;Trio;54900;  ;6943478012356;.336E6316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13157;Foxy Tote;49900;  ;6943478012714;.336E5128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13158;Combino;69900;  ;;.336E6313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13159;Listen To Clues;69900;  ;6943478012349;.336E6315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13160;Converse;54900;  ;6943478012332;.336E6314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13161;Dumper Truck;139900;01;6943478011991;.423E3013;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;
13162;Great Big Digger;99900;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13163;Resulta;54900;  ;6943478012240;.336E6305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13164;Pachyderm Purse;44900;  ;;.336E5131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13165;Penguin Pouch;44900;  ;;.336E5132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13166;Geometrics House;239900;01;;.336E3404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13167;Adventure Plane;69900;  ;;.336824698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13168;The Little Prince Stickers;39900;  ;;.336824787;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13169;The Little Prince Story Stickers;39900;  ;;.336824786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13170;2 En 1 Galaxy Games;99900;  ;;.336748175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13171;The Little Princes Dominoes;69900;  ;;.336824603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13172;The Little Prince Memo;59900;  ;;.336824695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13173;Star Magnifier;19900;  ;;.336824712;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13174;The Little Prince Plane;34900;  ;;.336824713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13175;The Little Stamps;69900;  ;;.336824683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13176;Sunset 200 Pcs;49900;  ;;.336824705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13177;The Garden Of Roses 1000 Pcs;89900;  ;;.336824708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13178;Day Dreaming;34900;  ;;.336824779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13179;Hugging 100 Pcs;49900;  ;;.336824782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13180;Friendsip 500 Pcs;69900;  ;;.336824784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13181;Glowing Stars Stickers;49900;  ;;.336824775;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13182;Glowing Wall Stickers;39900;  ;;.336824788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13183;Meet The Little Prince 50 Pcs;54900;  ;;.336824703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13184;Roses;54900;  ;;.336824778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13185;Abc Magnetic Letters;79900;01;6943478012028;.423E1047;;;1;3;2;1;;;;;;;;;;;;;;;;;;;;;;;;;7;;4
13186;Kaleidoscope;24900;  ;;.336819689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13187;Armotodo Bbq X 133;32900;  ;6901704001758;.36024410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13188;Armo Cafeteria X 123;24900;  ;;.36024405;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13189;Armo Camion Bomb X 101;19900;  ;;.36021407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13190;Armo Camion Policia X 146;24900;  ;;.36023411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13191;Locomotora Roja X 410;89900;  ;;.36025705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13192;Armo Carro Escalera X 150;26900;  ;;.36021402;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13193;Armo Carro Helado X 104;19900;  ;;.36025407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13194;Armo Carruaje X 57;16900;  ;6901704001710;.36024201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13195;Armo Casa Campo X 440;79900;  ;;.36024704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13196;Armo Casa Arbol X 319;69900;  ;;.36024604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13197;Armo Casa Navidad X 130;24900;  ;;.36024401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13198;Armo Cocina X 148;26900;  ;;.36024402;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13199;Armo Estacion Bombero;79900;  ;6901606216021;.36021602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13200;Campero Bombero X 58;9900;  ;;.36021201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13201;Armo Restaurante Playa X 342;74900;  ;;.36024602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13202;Arma Casa Golden Time X 522;99900;  ;;.36024901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13203;Arma Casa Con Flores;89900;  ;;.36024803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13204;Arma Paradero Bus X 196;29900;  ;;.36025403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13205;Arma Tractomula X 281;54900;  ;;.36025609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13206;Arma Casa Campestre X 277;54900;  ;;.36024601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13207;Arma Casa Jardineros X 410;79900;  ;;.36024701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13208;Arma Campero Policia;12900;  ;;.36023307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13209;Arma Carro Sisterna;14900;  ;;.36021303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13210;Jessie Y B;189900;  ;027084844474;.202742590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13211;Fp Cuentos Musicales;79900;  ;887961041743;.202745513;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13212;Fp Triciclo 3 En 1;349900;  ;;.202740966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13213;Pelotas Piscina;59900;  ;;.202441212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13214;Pdh Postres;69900;  ;653569950707;.202742230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13215;Pdh Contenedor;34900;  ;5010994728014;.202740913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13216;Cubo Actividades;49900;  ;;.202440116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13217;Mph Personajes;69900;  ;630509277247;.202744257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13218;Sonajero Pret;23900;01;074451088368;.202613886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13219;Mordedor Cartera;24900;  ;074451090637;.202614567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13220;Mordedor Anillo;12900;  ;074451082588;.202616425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13221;Mordedor Cong;20900;  ;074451086739;.202616428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13222;Amigo Sensorial;63900;  ;074451091825;.202619021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13223;Apilables De;19900;  ;4892401015303;.202744644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13224;Fp Cebra Bloques;129900;01;887961069938;.202745330;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
13225;Fp Smartphon;69900;  ;887961241372;.202745653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13226;Pdh Latas Mar;39900;  ;630509268474;.202744253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13227;Bead Sequencing Set;206900;  ;000772005708;.188570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13228;Safari, Paint With Water;34900;  ;000772031752;.1883175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13229;Ocean, Paint With Water;34900;  ;000772031769;.1883176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13230;Santa Magenetic Dress-up;59900;  ;000772035514;.1883551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13231;Papo 50030 Aguila;39900;  ;3465000500306;.11450030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13232;Papo 39329 Rey Ricardo Azul;29900;  ;;.11439329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13233;Papo 39752 Ballestero Rojo;29900;  ;;.11439752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13234;Papo 39783 Rey Ricardo Blanco;29900;  ;3465000397838;.11439783;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13235;Papo 39784 Caballo Rey Ricardo Blanco;29900;  ;3465000397845;.11439784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13236;Papo 39915 Maestro De Armas Unicornio;32900;  ;;.11439915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13237;Papo 39916 Caballo Del Maestro De Armas;33900;  ;;.11439916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13238;Papo 50017 Pantera;29900;  ;;.11450017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13239;Papo 50021 Cria Trigre;32900;01;3465000500214;.11450021;2;2;1;;2;8;;;;;;;;;;;;;;;;;;;;;;;;;15;4;1
13240;Papo 60052 Castillo De Los Mutantes;399900;  ;;.11460052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13241;Papo 50104 Antilope Cudu;32900;  ;;.11450104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13242;Papo 50117 Reno;59900;01;3465000501174;.11450117;;;1;1;2;9;;;;;;;;;;;;;;;;;;;;;;;;;13;;2
13243;Papo 50139 Antilope Aryx;34900;  ;;.11450139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13244;Papo 50140 Cocodrilo Blanco;67900;  ;;.11450140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13245;Papo 50154 Gavial Cocodrilo;37900;01;;.11450154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13246;Papo 50158 Guacamayo Rojo;28900;  ;;.11450158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13247;Papo 50159 Ciguena Y Su Bebe;29900;  ;3465000501594;.11450159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13248;Papo 50174 Rana Ecuatorial Amarilla;42900;01;3465000501747;.11450174;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
13249;Papo 50175 Rana Ecuatorial Azul;42900;01;3465000501754;.11450175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13250;Papo 50176 Rana Ecuatorial Verde;42900;01;3465000501761;.11450176;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
13251;Papo 50181 Aguila Pygargue;62900;01;3465000501815;.11450181;2;1;1;1;2;6;;;;;;;;;;;;;;;;;;;;;;;;;13;3;2
13252;Papo 51061 Ganso Blanco;32900;01;3465000510619;.11451061;1;1;1;1;2;10;;;;;;;;;;;;;;;;;;;;;;;;;16;2;2
13253;Papo 51067 Caballo Frison;62900;  ;3465000510671;.11451067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13254;Papo 51079 Cob Irlandes;29900;  ;;.11451079;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13255;Papo 51130 Percheron;29900;  ;;.11451130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13256;Papo 51136 Cerdito Hembra;29900;  ;3465000511364;.11451136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13257;Papo 51150 Vaca Negra Y Blanca Pastando;31900;  ;3465000511500;.11451150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13258;Papo 51152 Vaca Allgau;33900;  ;;.11451152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13259;Papo 51154 Pato Hembra Picoteando;15900;  ;;.11451154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13260;Papo 51155 Pato Colvert;34900;01;3465000511555;.11451155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13261;Papo 51505 Caballo Arabe;62900;01;3465000515058;.11451505;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
13262;Papo 51509 Yegua;49900;  ;3465000515096;.11451509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13263;Papo 51510 Potro Marron;39900;  ;3465000515102;.11451510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13264;Papo 51517 Caballo Negro;62900;  ;3465000515171;.11451517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13265;Papo 51518 Pony Shetland;24900;  ;3465000515188;.11451518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13266;Papo 51544 Caballo Del Jinete;32900;  ;;.11451544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13267;Papo 51546 Caballo Del Jinete De Moda;34900;  ;;.11451546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13268;Papo 52003 Jinete De Moda;29900;  ;;.11452003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13269;Papo 53020 Zorro;32900;01;3465000530204;.11453020;1;;1;1;2;9;;;;;;;;;;;;;;;;;;;;;;;;;14;1;2
13270;Papo 54028 Scottish Terrier Blanco;24900;  ;3465000540289;.11454028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13271;Papo 54031 Gato Pelirojo;34900;01;3465000540319;.11454031;2;;1;1;;8;;;;;;;;;;;;;;;;;;;;;;;;;12;2;2
13272;Papo 55007 Stegosaurius;71900;  ;;.11455007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13273;Papo 55027 Tiranosaurio Verde;199900;01;3465000550271;.11455027;2;1;1;1;2;18;;;;;;;;;;;;;;;;;;;;;;;;;25;3;2
